,match_id,team_id,team_confederation,referee_id,ref_confederation,yellow_card
385,M-2002-06,T-55,CONMEBOL,R-298,UEFA,4
386,M-2002-07,T-28,UEFA,R-409,CONMEBOL,1
387,M-2002-08,T-73,UEFA,R-182,CAF,1
388,M-2002-09,T-18,UEFA,R-256,AFC,0
389,M-2002-10,T-09,CONMEBOL,R-221,AFC,1
390,M-2002-11,T-41,UEFA,R-186,CONCACAF,1
391,M-2002-12,T-14,AFC,R-458,UEFA,3
392,M-2002-13,T-44,AFC,R-285,CONCACAF,2
393,M-2002-14,T-71,AFC,R-384,CONMEBOL,2
394,M-2002-15,T-62,UEFA,R-351,CONCACAF,2
395,M-2002-16,T-83,CONCACAF,R-304,CONMEBOL,1
396,M-2002-17,T-31,UEFA,R-315,UEFA,0
397,M-2002-18,T-22,UEFA,R-045,CONCACAF,4
398,M-2002-19,T-11,CAF,R-189,UEFA,1
399,M-2002-20,T-30,UEFA,R-363,CONCACAF,1
400,M-2002-21,T-74,UEFA,R-330,CONMEBOL,2
401,M-2002-22,T-73,UEFA,R-012,CAF,1
402,M-2002-23,T-03,CONMEBOL,R-098,UEFA,1
403,M-2002-24,T-70,CAF,R-387,CONMEBOL,2
404,M-2002-25,T-41,UEFA,R-347,UEFA,1
405,M-2002-26,T-09,CONMEBOL,R-155,UEFA,2
406,M-2002-27,T-46,CONCACAF,R-108,CAF,1
407,M-2002-28,T-17,CONCACAF,R-096,AFC,2
408,M-2002-29,T-44,AFC,R-297,UEFA,3
409,M-2002-30,T-71,AFC,R-292,UEFA,1
410,M-2002-31,T-79,CAF,R-401,AFC,4
411,M-2002-32,T-58,UEFA,R-111,UEFA,3
412,M-2002-33,T-22,UEFA,R-294,UEFA,2
413,M-2002-34,T-65,CAF,R-474,UEFA,7
414,M-2002-35,T-11,CAF,R-253,UEFA,8
415,M-2002-36,T-63,AFC,R-310,CAF,1
416,M-2002-37,T-50,CAF,R-186,CONCACAF,0
417,M-2002-38,T-74,UEFA,R-071,AFC,2
418,M-2002-39,T-69,UEFA,R-363,CONCACAF,4
419,M-2002-40,T-70,CAF,R-268,AFC,4
420,M-2002-41,T-17,CONCACAF,R-012,CAF,0
421,M-2002-42,T-80,UEFA,R-384,CONMEBOL,3
422,M-2002-43,T-25,CONMEBOL,R-285,CONCACAF,1
423,M-2002-44,T-46,CONCACAF,R-409,CONMEBOL,2
424,M-2002-45,T-06,UEFA,R-315,UEFA,1
425,M-2002-46,T-79,CAF,R-461,UEFA,2
426,M-2002-47,T-57,UEFA,R-256,AFC,4
427,M-2002-48,T-58,UEFA,R-387,CONMEBOL,3
428,M-2002-49,T-31,UEFA,R-045,CONCACAF,3
429,M-2002-50,T-22,UEFA,R-297,UEFA,1
430,M-2002-51,T-74,UEFA,R-024,CONMEBOL,0
431,M-2002-52,T-73,UEFA,R-155,UEFA,3
432,M-2002-53,T-46,CONCACAF,R-294,UEFA,5
433,M-2002-54,T-09,CONMEBOL,R-351,CONCACAF,1
434,M-2002-55,T-44,AFC,R-098,UEFA,1
435,M-2002-56,T-71,AFC,R-304,CONMEBOL,4
436,M-2002-57,T-28,UEFA,R-363,CONCACAF,2
437,M-2002-58,T-31,UEFA,R-111,UEFA,2
438,M-2002-59,T-73,UEFA,R-012,CAF,2
439,M-2002-60,T-65,CAF,R-384,CONMEBOL,2
440,M-2002-61,T-31,UEFA,R-292,UEFA,2
441,M-2002-62,T-09,CONMEBOL,R-315,UEFA,1
442,M-2002-63,T-71,AFC,R-268,AFC,1
443,M-2002-64,T-31,UEFA,R-098,UEFA,1
444,M-2006-01,T-31,UEFA,R-137,CONMEBOL,0
445,M-2006-02,T-57,UEFA,R-212,AFC,1
446,M-2006-03,T-28,UEFA,R-377,CONCACAF,2
447,M-2006-04,T-78,CONCACAF,R-263,AFC,3
448,M-2006-05,T-03,CONMEBOL,R-117,UEFA,3
449,M-2006-06,T-67,UEFA,R-297,UEFA,4
450,M-2006-07,T-46,CONCACAF,R-381,UEFA,2
451,M-2006-08,T-02,CAF,R-238,CONMEBOL,3
452,M-2006-09,T-04,AFC,R-001,CAF,4
453,M-2006-10,T-83,CONCACAF,R-021,CONMEBOL,2
454,M-2006-11,T-41,UEFA,R-409,CONMEBOL,3
455,M-2006-12,T-71,AFC,R-347,UEFA,2
456,M-2006-13,T-30,UEFA,R-204,UEFA,3
457,M-2006-14,T-09,CONMEBOL,R-025,CONCACAF,1
458,M-2006-15,T-73,UEFA,R-072,UEFA,0
459,M-2006-16,T-79,CAF,R-401,AFC,4
460,M-2006-17,T-31,UEFA,R-291,UEFA,3
461,M-2006-18,T-25,CONMEBOL,R-096,AFC,3
462,M-2006-19,T-28,UEFA,R-212,AFC,1
463,M-2006-20,T-74,UEFA,R-298,UEFA,3
464,M-2006-21,T-03,CONMEBOL,R-381,UEFA,1
465,M-2006-22,T-48,UEFA,R-384,CONMEBOL,4
466,M-2006-23,T-46,CONCACAF,R-263,AFC,1
467,M-2006-24,T-58,UEFA,R-349,UEFA,3
468,M-2006-25,T-20,UEFA,R-137,CONMEBOL,1
469,M-2006-26,T-41,UEFA,R-238,CONMEBOL,2
470,M-2006-27,T-44,AFC,R-117,UEFA,3
471,M-2006-28,T-09,CONMEBOL,R-297,UEFA,3
472,M-2006-29,T-30,UEFA,R-025,CONCACAF,2
473,M-2006-30,T-77,CAF,R-021,CONMEBOL,3
474,M-2006-31,T-63,AFC,R-347,UEFA,3
475,M-2006-32,T-73,UEFA,R-409,CONMEBOL,2
476,M-2006-33,T-17,CONCACAF,R-263,AFC,5
477,M-2006-34,T-25,CONMEBOL,R-204,UEFA,1
478,M-2006-35,T-55,CONMEBOL,R-381,UEFA,2
479,M-2006-36,T-74,UEFA,R-072,UEFA,2
480,M-2006-37,T-38,AFC,R-401,AFC,3
481,M-2006-38,T-58,UEFA,R-298,UEFA,4
482,M-2006-39,T-42,CAF,R-377,CONCACAF,4
483,M-2006-40,T-48,UEFA,R-291,UEFA,3
484,M-2006-41,T-20,UEFA,R-025,CONCACAF,2
485,M-2006-42,T-32,CAF,R-297,UEFA,4
486,M-2006-43,T-18,UEFA,R-347,UEFA,6
487,M-2006-44,T-44,AFC,R-349,UEFA,1
488,M-2006-45,T-63,AFC,R-096,AFC,2
489,M-2006-46,T-81,UEFA,R-021,CONMEBOL,4
490,M-2006-47,T-75,UEFA,R-137,CONMEBOL,5
491,M-2006-48,T-77,CAF,R-238,CONMEBOL,3
492,M-2006-49,T-31,UEFA,R-409,CONMEBOL,1
493,M-2006-50,T-03,CONMEBOL,R-072,UEFA,2
494,M-2006-51,T-28,UEFA,R-117,UEFA,3
495,M-2006-52,T-58,UEFA,R-204,UEFA,9
496,M-2006-53,T-41,UEFA,R-291,UEFA,3
497,M-2006-54,T-75,UEFA,R-025,CONCACAF,1
498,M-2006-55,T-09,CONMEBOL,R-298,UEFA,2
499,M-2006-56,T-73,UEFA,R-381,UEFA,1
500,M-2006-57,T-31,UEFA,R-298,UEFA,3
501,M-2006-58,T-41,UEFA,R-117,UEFA,0
502,M-2006-59,T-28,UEFA,R-137,CONMEBOL,2
503,M-2006-60,T-09,CONMEBOL,R-291,UEFA,4
504,M-2006-61,T-31,UEFA,R-025,CONCACAF,2
505,M-2006-62,T-58,UEFA,R-238,CONMEBOL,1
506,M-2006-63,T-31,UEFA,R-212,AFC,2
507,M-2006-64,T-41,UEFA,R-137,CONMEBOL,1
508,M-2010-01,T-70,CAF,R-202,AFC,2
509,M-2010-02,T-84,CONMEBOL,R-317,AFC,4
510,M-2010-03,T-71,AFC,R-192,OFC,0
511,M-2010-04,T-03,CONMEBOL,R-418,UEFA,1
512,M-2010-05,T-28,UEFA,R-409,CONMEBOL,3
513,M-2010-06,T-01,CAF,R-045,CONCACAF,3
514,M-2010-07,T-66,UEFA,R-038,CONMEBOL,4
515,M-2010-08,T-31,UEFA,R-377,CONCACAF,2
516,M-2010-09,T-48,UEFA,R-237,UEFA,2
517,M-2010-10,T-44,AFC,R-053,UEFA,1
518,M-2010-11,T-41,UEFA,R-025,CONCACAF,1
519,M-2010-12,T-49,OFC,R-113,CAF,2
520,M-2010-13,T-42,CAF,R-238,CONMEBOL,2
521,M-2010-14,T-09,CONMEBOL,R-217,UEFA,1
522,M-2010-15,T-35,CONCACAF,R-264,CAF,1
523,M-2010-16,T-73,UEFA,R-473,UEFA,0
524,M-2010-17,T-70,CAF,R-072,UEFA,2
525,M-2010-18,T-03,CONMEBOL,R-117,UEFA,3
526,M-2010-19,T-33,UEFA,R-384,CONMEBOL,3
527,M-2010-20,T-30,UEFA,R-011,AFC,2
528,M-2010-21,T-31,UEFA,R-445,UEFA,5
529,M-2010-22,T-69,UEFA,R-104,CAF,4
530,M-2010-23,T-28,UEFA,R-202,AFC,1
531,M-2010-24,T-48,UEFA,R-038,CONMEBOL,1
532,M-2010-25,T-32,CAF,R-381,UEFA,3
533,M-2010-26,T-11,CAF,R-238,CONMEBOL,2
534,M-2010-27,T-68,UEFA,R-264,CAF,4
535,M-2010-28,T-41,UEFA,R-045,CONCACAF,0
536,M-2010-29,T-09,CONMEBOL,R-237,UEFA,2
537,M-2010-30,T-58,UEFA,R-350,CONMEBOL,2
538,M-2010-31,T-13,CONMEBOL,R-011,AFC,6
539,M-2010-32,T-73,UEFA,R-317,AFC,0
540,M-2010-33,T-30,UEFA,R-384,CONMEBOL,1
541,M-2010-34,T-46,CONCACAF,R-217,UEFA,2
542,M-2010-35,T-33,UEFA,R-202,AFC,1
543,M-2010-36,T-50,CAF,R-053,UEFA,3
544,M-2010-37,T-69,UEFA,R-418,UEFA,3
545,M-2010-38,T-83,CONCACAF,R-117,UEFA,2
546,M-2010-39,T-04,AFC,R-238,CONMEBOL,3
547,M-2010-40,T-32,CAF,R-409,CONMEBOL,1
548,M-2010-41,T-55,CONMEBOL,R-317,AFC,2
549,M-2010-42,T-68,UEFA,R-473,UEFA,4
550,M-2010-43,T-11,CAF,R-350,CONMEBOL,2
551,M-2010-44,T-22,UEFA,R-113,CAF,3
552,M-2010-45,T-51,AFC,R-445,UEFA,0
553,M-2010-46,T-58,UEFA,R-025,CONCACAF,4
554,M-2010-47,T-13,CONMEBOL,R-377,CONCACAF,4
555,M-2010-48,T-75,UEFA,R-038,CONMEBOL,1
556,M-2010-49,T-84,CONMEBOL,R-418,UEFA,0
557,M-2010-50,T-83,CONCACAF,R-217,UEFA,3
558,M-2010-51,T-31,UEFA,R-238,CONMEBOL,1
559,M-2010-52,T-03,CONMEBOL,R-381,UEFA,0
560,M-2010-53,T-48,UEFA,R-445,UEFA,2
561,M-2010-54,T-09,CONMEBOL,R-473,UEFA,2
562,M-2010-55,T-55,CONMEBOL,R-117,UEFA,1
563,M-2010-56,T-73,UEFA,R-038,CONMEBOL,1
564,M-2010-57,T-48,UEFA,R-317,AFC,4
565,M-2010-58,T-84,CONMEBOL,R-053,UEFA,3
566,M-2010-59,T-03,CONMEBOL,R-202,AFC,2
567,M-2010-60,T-55,CONMEBOL,R-045,CONCACAF,4
568,M-2010-61,T-84,CONMEBOL,R-202,AFC,2
569,M-2010-62,T-31,UEFA,R-217,UEFA,0
570,M-2010-63,T-84,CONMEBOL,R-025,CONCACAF,1
571,M-2010-64,T-48,UEFA,R-473,UEFA,9
572,M-2014-01,T-09,CONMEBOL,R-317,AFC,2
573,M-2014-02,T-46,CONCACAF,R-379,CONMEBOL,1
574,M-2014-03,T-73,UEFA,R-374,UEFA,1
575,M-2014-04,T-13,CONMEBOL,R-130,CAF,1
576,M-2014-05,T-16,CONMEBOL,R-169,CONCACAF,1
577,M-2014-06,T-84,CONMEBOL,R-070,UEFA,3
578,M-2014-07,T-28,UEFA,R-228,UEFA,1
579,M-2014-08,T-42,CAF,R-331,CONMEBOL,2
580,M-2014-09,T-75,UEFA,R-202,AFC,1
581,M-2014-10,T-30,UEFA,R-372,CONMEBOL,3
582,M-2014-11,T-03,CONMEBOL,R-007,CONCACAF,1
583,M-2014-12,T-31,UEFA,R-287,UEFA,0
584,M-2014-13,T-38,AFC,R-464,CONMEBOL,1
585,M-2014-14,T-32,CAF,R-141,UEFA,2
586,M-2014-15,T-06,UEFA,R-377,CONCACAF,1
587,M-2014-16,T-09,CONMEBOL,R-076,UEFA,2
588,M-2014-17,T-62,UEFA,R-346,CONMEBOL,1
589,M-2014-18,T-04,AFC,R-185,CAF,1
590,M-2014-19,T-73,UEFA,R-169,CONCACAF,1
591,M-2014-20,T-11,CAF,R-352,UEFA,0
592,M-2014-21,T-16,CONMEBOL,R-473,UEFA,0
593,M-2014-22,T-84,CONMEBOL,R-462,UEFA,1
594,M-2014-23,T-44,AFC,R-007,CONCACAF,1
595,M-2014-24,T-41,UEFA,R-331,CONMEBOL,1
596,M-2014-25,T-75,UEFA,R-228,UEFA,0
597,M-2014-26,T-35,CONCACAF,R-477,AFC,2
598,M-2014-27,T-03,CONMEBOL,R-287,UEFA,0
599,M-2014-28,T-31,UEFA,R-372,CONMEBOL,0
600,M-2014-29,T-50,CAF,R-320,OFC,1
601,M-2014-30,T-06,UEFA,R-070,UEFA,2
602,M-2014-31,T-71,AFC,R-379,CONMEBOL,2
603,M-2014-32,T-83,CONCACAF,R-346,CONMEBOL,1
604,M-2014-33,T-04,AFC,R-403,AFC,2
605,M-2014-34,T-48,UEFA,R-167,CAF,1
606,M-2014-35,T-11,CAF,R-141,UEFA,3
607,M-2014-36,T-18,UEFA,R-202,AFC,1
608,M-2014-37,T-17,CONCACAF,R-185,CAF,1
609,M-2014-38,T-41,UEFA,R-377,CONCACAF,2
610,M-2014-39,T-44,AFC,R-352,UEFA,1
611,M-2014-40,T-33,UEFA,R-464,CONMEBOL,0
612,M-2014-41,T-08,UEFA,R-462,UEFA,1
613,M-2014-42,T-50,CAF,R-374,UEFA,2
614,M-2014-43,T-35,CONCACAF,R-346,CONMEBOL,1
615,M-2014-44,T-25,CONMEBOL,R-130,CAF,1
616,M-2014-45,T-58,UEFA,R-403,AFC,1
617,M-2014-46,T-83,CONCACAF,R-202,AFC,2
618,M-2014-47,T-01,CAF,R-076,UEFA,3
619,M-2014-48,T-71,AFC,R-477,AFC,1
620,M-2014-49,T-09,CONMEBOL,R-473,UEFA,4
621,M-2014-50,T-16,CONMEBOL,R-228,UEFA,1
622,M-2014-51,T-48,UEFA,R-352,UEFA,0
623,M-2014-52,T-17,CONCACAF,R-477,AFC,6
624,M-2014-53,T-30,UEFA,R-169,CONCACAF,1
625,M-2014-54,T-31,UEFA,R-372,CONMEBOL,1
626,M-2014-55,T-03,CONMEBOL,R-141,UEFA,3
627,M-2014-56,T-06,UEFA,R-185,CAF,1
628,M-2014-57,T-30,UEFA,R-346,CONMEBOL,0
629,M-2014-58,T-09,CONMEBOL,R-462,UEFA,2
630,M-2014-59,T-03,CONMEBOL,R-374,UEFA,1
631,M-2014-60,T-48,UEFA,R-202,AFC,2
632,M-2014-61,T-09,CONMEBOL,R-377,CONCACAF,1
633,M-2014-62,T-48,UEFA,R-076,UEFA,2
634,M-2014-63,T-09,CONMEBOL,R-185,CAF,3
635,M-2014-64,T-31,UEFA,R-374,UEFA,2
636,M-2018-01,T-62,UEFA,R-346,CONMEBOL,1
637,M-2018-02,T-26,CAF,R-228,UEFA,2
638,M-2018-03,T-47,CAF,R-076,UEFA,1
639,M-2018-04,T-58,UEFA,R-376,UEFA,1
640,M-2018-05,T-30,UEFA,R-106,CONMEBOL,1
641,M-2018-06,T-03,CONMEBOL,R-269,UEFA,0
642,M-2018-07,T-56,CONMEBOL,R-167,CAF,1
643,M-2018-08,T-18,UEFA,R-372,CONMEBOL,2
644,M-2018-09,T-17,CONCACAF,R-124,CAF,2
645,M-2018-10,T-31,UEFA,R-147,AFC,2
646,M-2018-11,T-09,CONMEBOL,R-362,CONCACAF,1
647,M-2018-12,T-74,UEFA,R-007,CONCACAF,1
648,M-2018-13,T-06,UEFA,R-405,CAF,3
649,M-2018-14,T-79,CAF,R-379,CONMEBOL,0
650,M-2018-15,T-16,CONMEBOL,R-412,UEFA,2
651,M-2018-16,T-57,UEFA,R-403,AFC,1
652,M-2018-17,T-62,UEFA,R-075,CONMEBOL,1
653,M-2018-18,T-58,UEFA,R-169,CONCACAF,1
654,M-2018-19,T-84,CONMEBOL,R-441,UEFA,0
655,M-2018-20,T-38,AFC,R-106,CONMEBOL,2
656,M-2018-21,T-22,UEFA,R-279,UEFA,2
657,M-2018-22,T-30,UEFA,R-188,AFC,2
658,M-2018-23,T-03,CONMEBOL,R-202,AFC,3
659,M-2018-24,T-09,CONMEBOL,R-228,UEFA,2
660,M-2018-25,T-50,CAF,R-099,OFC,1
661,M-2018-26,T-66,UEFA,R-070,UEFA,4
662,M-2018-27,T-06,UEFA,R-273,CONCACAF,0
663,M-2018-28,T-71,AFC,R-287,UEFA,4
664,M-2018-29,T-31,UEFA,R-269,UEFA,2
665,M-2018-30,T-28,UEFA,R-180,CAF,1
666,M-2018-31,T-44,AFC,R-376,UEFA,2
667,M-2018-32,T-57,UEFA,R-362,CONCACAF,2
668,M-2018-33,T-63,AFC,R-379,CONMEBOL,0
669,M-2018-34,T-84,CONMEBOL,R-124,CAF,1
670,M-2018-35,T-73,UEFA,R-202,AFC,0
671,M-2018-36,T-38,AFC,R-075,CONMEBOL,2
672,M-2018-37,T-04,AFC,R-215,UEFA,4
673,M-2018-38,T-22,UEFA,R-372,CONMEBOL,1
674,M-2018-39,T-37,UEFA,R-279,UEFA,3
675,M-2018-40,T-50,CAF,R-076,UEFA,2
676,M-2018-41,T-71,AFC,R-169,CONCACAF,4
677,M-2018-42,T-46,CONCACAF,R-346,CONMEBOL,3
678,M-2018-43,T-66,UEFA,R-147,AFC,3
679,M-2018-44,T-75,UEFA,R-441,UEFA,3
680,M-2018-45,T-44,AFC,R-405,CAF,1
681,M-2018-46,T-65,CAF,R-287,UEFA,1
682,M-2018-47,T-28,UEFA,R-412,UEFA,0
683,M-2018-48,T-54,CONCACAF,R-403,AFC,3
684,M-2018-49,T-30,UEFA,R-147,AFC,3
685,M-2018-50,T-84,CONMEBOL,R-362,CONCACAF,0
686,M-2018-51,T-73,UEFA,R-228,UEFA,1
687,M-2018-52,T-18,UEFA,R-346,CONMEBOL,0
688,M-2018-53,T-09,CONMEBOL,R-376,UEFA,2
689,M-2018-54,T-06,UEFA,R-124,CAF,0
690,M-2018-55,T-74,UEFA,R-412,UEFA,1
691,M-2018-56,T-16,CONMEBOL,R-169,CONCACAF,6
692,M-2018-57,T-84,CONMEBOL,R-346,CONMEBOL,2
693,M-2018-58,T-09,CONMEBOL,R-287,UEFA,2
694,M-2018-59,T-74,UEFA,R-228,UEFA,2
695,M-2018-60,T-62,UEFA,R-372,CONMEBOL,1
696,M-2018-61,T-30,UEFA,R-106,CONMEBOL,2
697,M-2018-62,T-18,UEFA,R-076,UEFA,2
698,M-2018-63,T-06,UEFA,R-147,AFC,1
699,M-2018-64,T-30,UEFA,R-346,CONMEBOL,2
700,M-2022-01,T-59,AFC,R-327,UEFA,4
701,M-2022-02,T-28,UEFA,R-093,CONMEBOL,0
702,M-2022-03,T-65,CAF,R-386,CONMEBOL,2
703,M-2022-04,T-83,CONCACAF,R-013,AFC,4
704,M-2022-05,T-03,CONMEBOL,R-468,UEFA,0
705,M-2022-06,T-22,UEFA,R-362,CONCACAF,2
706,M-2022-07,T-46,CONCACAF,R-047,AFC,2
707,M-2022-08,T-30,UEFA,R-173,CAF,0
708,M-2022-09,T-47,CAF,R-364,CONMEBOL,1
709,M-2022-10,T-31,UEFA,R-044,CONCACAF,0
710,M-2022-11,T-73,UEFA,R-188,AFC,0
711,M-2022-12,T-06,UEFA,R-405,CAF,3
712,M-2022-13,T-75,UEFA,R-432,CONMEBOL,2
713,M-2022-14,T-84,CONMEBOL,R-441,UEFA,1
714,M-2022-15,T-58,UEFA,R-136,CONCACAF,2
715,M-2022-16,T-09,CONMEBOL,R-147,AFC,0
716,M-2022-17,T-85,UEFA,R-144,CONCACAF,1
717,M-2022-18,T-59,AFC,R-279,UEFA,3
718,M-2022-19,T-48,UEFA,R-170,CAF,0
719,M-2022-20,T-28,UEFA,R-448,CONMEBOL,0
720,M-2022-21,T-79,CAF,R-404,UEFA,3
721,M-2022-22,T-57,UEFA,R-386,CONMEBOL,3
722,M-2022-23,T-30,UEFA,R-269,UEFA,1
723,M-2022-24,T-03,CONMEBOL,R-327,UEFA,1
724,M-2022-25,T-44,AFC,R-325,UEFA,3
725,M-2022-26,T-06,UEFA,R-362,CONCACAF,1
726,M-2022-27,T-18,UEFA,R-282,CONMEBOL,2
727,M-2022-28,T-73,UEFA,R-265,UEFA,1
728,M-2022-29,T-11,CAF,R-188,AFC,2
729,M-2022-30,T-71,AFC,R-428,UEFA,2
730,M-2022-31,T-09,CONMEBOL,R-044,CONCACAF,1
731,M-2022-32,T-58,UEFA,R-147,AFC,3
732,M-2022-33,T-25,CONMEBOL,R-441,UEFA,0
733,M-2022-34,T-48,UEFA,R-167,CAF,1
734,M-2022-35,T-38,AFC,R-279,UEFA,3
735,M-2022-36,T-85,UEFA,R-468,UEFA,2
736,M-2022-37,T-04,AFC,R-170,CAF,2
737,M-2022-38,T-79,CAF,R-099,OFC,1
738,M-2022-39,T-57,UEFA,R-265,UEFA,1
739,M-2022-40,T-63,AFC,R-325,UEFA,6
740,M-2022-41,T-12,CONCACAF,R-093,CONMEBOL,4
741,M-2022-42,T-18,UEFA,R-428,UEFA,0
742,M-2022-43,T-17,CONCACAF,R-153,UEFA,1
743,M-2022-44,T-44,AFC,R-173,CAF,3
744,M-2022-45,T-32,CAF,R-404,UEFA,2
745,M-2022-46,T-71,AFC,R-432,CONMEBOL,2
746,M-2022-47,T-11,CAF,R-136,CONCACAF,5
747,M-2022-48,T-66,UEFA,R-364,CONMEBOL,7
748,M-2022-49,T-48,UEFA,R-386,CONMEBOL,2
749,M-2022-50,T-03,CONMEBOL,R-269,UEFA,0
750,M-2022-51,T-30,UEFA,R-448,CONMEBOL,1
751,M-2022-52,T-28,UEFA,R-044,CONCACAF,0
752,M-2022-53,T-44,AFC,R-136,CONCACAF,0
753,M-2022-54,T-09,CONMEBOL,R-441,UEFA,0
754,M-2022-55,T-47,CAF,R-364,CONMEBOL,1
755,M-2022-56,T-58,UEFA,R-362,CONCACAF,0
756,M-2022-57,T-18,UEFA,R-325,UEFA,2
757,M-2022-58,T-48,UEFA,R-279,UEFA,8
758,M-2022-59,T-47,CAF,R-432,CONMEBOL,3
759,M-2022-60,T-28,UEFA,R-386,CONMEBOL,1
760,M-2022-61,T-03,CONMEBOL,R-327,UEFA,2
761,M-2022-62,T-30,UEFA,R-362,CONCACAF,0
762,M-2022-63,T-18,UEFA,R-013,AFC,0
763,M-2022-64,T-03,CONMEBOL,R-269,UEFA,5
764,M-1970-01,T-72,UEFA,R-440,UEFA,4
765,M-1970-02,T-40,UEFA,R-115,UEFA,0
766,M-1970-03,T-61,UEFA,R-254,UEFA,0
767,M-1970-04,T-10,UEFA,R-392,UEFA,0
768,M-1970-05,T-27,CONCACAF,R-358,UEFA,0
