,match_id,team_id,team_confederation,referee_id,ref_confederation,yellow_card
1152,M-2002-09,T-46,CONCACAF,R-256,AFC,0
1153,M-2002-10,T-80,UEFA,R-221,AFC,3
1154,M-2002-11,T-25,CONMEBOL,R-186,CONCACAF,3
1155,M-2002-12,T-17,CONCACAF,R-458,UEFA,4
1156,M-2002-13,T-06,UEFA,R-285,CONCACAF,3
1157,M-2002-14,T-57,UEFA,R-384,CONMEBOL,3
1158,M-2002-15,T-79,CAF,R-351,CONCACAF,2
1159,M-2002-16,T-58,UEFA,R-304,CONMEBOL,2
1160,M-2002-17,T-60,UEFA,R-315,UEFA,0
1161,M-2002-18,T-65,CAF,R-045,CONCACAF,1
1162,M-2002-19,T-63,AFC,R-189,UEFA,1
1163,M-2002-20,T-84,CONMEBOL,R-363,CONCACAF,4
1164,M-2002-21,T-50,CAF,R-330,CONMEBOL,1
1165,M-2002-22,T-55,CONMEBOL,R-012,CAF,3
1166,M-2002-23,T-28,UEFA,R-098,UEFA,2
1167,M-2002-24,T-69,UEFA,R-387,CONMEBOL,4
1168,M-2002-25,T-18,UEFA,R-347,UEFA,1
1169,M-2002-26,T-14,AFC,R-155,UEFA,0
1170,M-2002-27,T-25,CONMEBOL,R-108,CAF,5
1171,M-2002-28,T-80,UEFA,R-096,AFC,3
1172,M-2002-29,T-62,UEFA,R-297,UEFA,3
1173,M-2002-30,T-83,CONCACAF,R-292,UEFA,2
1174,M-2002-31,T-06,UEFA,R-401,AFC,1
1175,M-2002-32,T-57,UEFA,R-111,UEFA,2
1176,M-2002-33,T-30,UEFA,R-294,UEFA,1
1177,M-2002-34,T-84,CONMEBOL,R-474,UEFA,5
1178,M-2002-35,T-31,UEFA,R-253,UEFA,8
1179,M-2002-36,T-60,UEFA,R-310,CAF,1
1180,M-2002-37,T-28,UEFA,R-186,CONCACAF,0
1181,M-2002-38,T-03,CONMEBOL,R-071,AFC,3
1182,M-2002-39,T-55,CONMEBOL,R-363,CONCACAF,2
1183,M-2002-40,T-73,UEFA,R-268,AFC,0
1184,M-2002-41,T-09,CONMEBOL,R-012,CAF,1
1185,M-2002-42,T-14,AFC,R-384,CONMEBOL,2
1186,M-2002-43,T-18,UEFA,R-285,CONCACAF,2
1187,M-2002-44,T-41,UEFA,R-409,CONMEBOL,5
1188,M-2002-45,T-62,UEFA,R-315,UEFA,4
1189,M-2002-46,T-44,AFC,R-461,UEFA,0
1190,M-2002-47,T-83,CONCACAF,R-256,AFC,1
1191,M-2002-48,T-71,AFC,R-387,CONMEBOL,4
1192,M-2002-49,T-55,CONMEBOL,R-045,CONCACAF,1
1193,M-2002-50,T-28,UEFA,R-297,UEFA,1
1194,M-2002-51,T-65,CAF,R-024,CONMEBOL,2
1195,M-2002-52,T-60,UEFA,R-155,UEFA,0
1196,M-2002-53,T-83,CONCACAF,R-294,UEFA,5
1197,M-2002-54,T-06,UEFA,R-351,CONCACAF,1
1198,M-2002-55,T-80,UEFA,R-098,UEFA,3
1199,M-2002-56,T-41,UEFA,R-304,CONMEBOL,5
1200,M-2002-57,T-09,CONMEBOL,R-363,CONCACAF,0
1201,M-2002-58,T-83,CONCACAF,R-111,UEFA,5
1202,M-2002-59,T-71,AFC,R-012,CAF,1
1203,M-2002-60,T-80,UEFA,R-384,CONMEBOL,2
1204,M-2002-61,T-71,AFC,R-292,UEFA,1
1205,M-2002-62,T-80,UEFA,R-315,UEFA,2
1206,M-2002-63,T-80,UEFA,R-268,AFC,2
1207,M-2002-64,T-09,CONMEBOL,R-098,UEFA,1
1208,M-2006-01,T-17,CONCACAF,R-137,CONMEBOL,1
1209,M-2006-02,T-25,CONMEBOL,R-212,AFC,2
1210,M-2006-03,T-55,CONMEBOL,R-377,CONCACAF,1
1211,M-2006-04,T-74,UEFA,R-263,AFC,1
1212,M-2006-05,T-42,CAF,R-117,UEFA,2
1213,M-2006-06,T-48,UEFA,R-297,UEFA,2
1214,M-2006-07,T-38,AFC,R-381,UEFA,1
1215,M-2006-08,T-58,UEFA,R-238,CONMEBOL,2
1216,M-2006-09,T-44,AFC,R-001,CAF,3
1217,M-2006-10,T-20,UEFA,R-021,CONMEBOL,4
1218,M-2006-11,T-32,CAF,R-409,CONMEBOL,2
1219,M-2006-12,T-77,CAF,R-347,UEFA,4
1220,M-2006-13,T-75,UEFA,R-204,UEFA,5
1221,M-2006-14,T-18,UEFA,R-025,CONCACAF,3
1222,M-2006-15,T-81,UEFA,R-072,UEFA,2
1223,M-2006-16,T-63,AFC,R-401,AFC,0
1224,M-2006-17,T-57,UEFA,R-291,UEFA,4
1225,M-2006-18,T-17,CONCACAF,R-096,AFC,2
1226,M-2006-19,T-78,CONCACAF,R-212,AFC,5
1227,M-2006-20,T-55,CONMEBOL,R-298,UEFA,5
1228,M-2006-21,T-67,UEFA,R-381,UEFA,3
1229,M-2006-22,T-42,CAF,R-384,CONMEBOL,3
1230,M-2006-23,T-02,CAF,R-263,AFC,5
1231,M-2006-24,T-38,AFC,R-349,UEFA,4
1232,M-2006-25,T-32,CAF,R-137,CONMEBOL,6
1233,M-2006-26,T-83,CONCACAF,R-238,CONMEBOL,2
1234,M-2006-27,T-18,UEFA,R-117,UEFA,2
1235,M-2006-28,T-04,AFC,R-297,UEFA,2
1236,M-2006-29,T-71,AFC,R-025,CONCACAF,2
1237,M-2006-30,T-75,UEFA,R-021,CONMEBOL,1
1238,M-2006-31,T-81,UEFA,R-347,UEFA,3
1239,M-2006-32,T-79,CAF,R-409,CONMEBOL,6
1240,M-2006-33,T-57,UEFA,R-263,AFC,5
1241,M-2006-34,T-31,UEFA,R-204,UEFA,1
1242,M-2006-35,T-78,CONCACAF,R-381,UEFA,2
1243,M-2006-36,T-28,UEFA,R-072,UEFA,1
1244,M-2006-37,T-02,CAF,R-401,AFC,3
1245,M-2006-38,T-46,CONCACAF,R-298,UEFA,5
1246,M-2006-39,T-67,UEFA,R-377,CONCACAF,5
1247,M-2006-40,T-03,CONMEBOL,R-291,UEFA,2
1248,M-2006-41,T-41,UEFA,R-025,CONCACAF,1
1249,M-2006-42,T-83,CONCACAF,R-297,UEFA,1
1250,M-2006-43,T-04,AFC,R-347,UEFA,2
1251,M-2006-44,T-09,CONMEBOL,R-349,UEFA,1
1252,M-2006-45,T-73,UEFA,R-096,AFC,3
1253,M-2006-46,T-79,CAF,R-021,CONMEBOL,4
1254,M-2006-47,T-71,AFC,R-137,CONMEBOL,5
1255,M-2006-48,T-30,UEFA,R-238,CONMEBOL,1
1256,M-2006-49,T-74,UEFA,R-409,CONMEBOL,4
1257,M-2006-50,T-46,CONCACAF,R-072,UEFA,4
1258,M-2006-51,T-25,CONMEBOL,R-117,UEFA,3
1259,M-2006-52,T-48,UEFA,R-204,UEFA,7
1260,M-2006-53,T-04,AFC,R-291,UEFA,3
1261,M-2006-54,T-81,UEFA,R-025,CONCACAF,0
1262,M-2006-55,T-32,CAF,R-298,UEFA,6
1263,M-2006-56,T-30,UEFA,R-381,UEFA,3
1264,M-2006-57,T-03,CONMEBOL,R-298,UEFA,4
1265,M-2006-58,T-81,UEFA,R-117,UEFA,3
1266,M-2006-59,T-58,UEFA,R-137,CONMEBOL,2
1267,M-2006-60,T-30,UEFA,R-291,UEFA,3
1268,M-2006-61,T-41,UEFA,R-025,CONCACAF,1
1269,M-2006-62,T-30,UEFA,R-238,CONMEBOL,1
1270,M-2006-63,T-58,UEFA,R-212,AFC,3
1271,M-2006-64,T-30,UEFA,R-137,CONMEBOL,3
1272,M-2010-01,T-46,CONCACAF,R-202,AFC,2
1273,M-2010-02,T-30,UEFA,R-317,AFC,3
1274,M-2010-03,T-33,UEFA,R-192,OFC,1
1275,M-2010-04,T-50,CAF,R-418,UEFA,1
1276,M-2010-05,T-83,CONCACAF,R-409,CONMEBOL,3
1277,M-2010-06,T-69,UEFA,R-045,CONCACAF,2
1278,M-2010-07,T-32,CAF,R-038,CONMEBOL,2
1279,M-2010-08,T-04,AFC,R-377,CONCACAF,3
1280,M-2010-09,T-22,UEFA,R-237,UEFA,1
1281,M-2010-10,T-11,CAF,R-053,UEFA,1
1282,M-2010-11,T-55,CONMEBOL,R-025,CONCACAF,1
1283,M-2010-12,T-68,UEFA,R-113,CAF,1
1284,M-2010-13,T-58,UEFA,R-238,CONMEBOL,1
1285,M-2010-14,T-51,AFC,R-217,UEFA,0
1286,M-2010-15,T-13,CONMEBOL,R-264,CAF,2
1287,M-2010-16,T-75,UEFA,R-473,UEFA,4
1288,M-2010-17,T-84,CONMEBOL,R-072,UEFA,0
1289,M-2010-18,T-71,AFC,R-117,UEFA,2
1290,M-2010-19,T-50,CAF,R-384,CONMEBOL,1
1291,M-2010-20,T-46,CONCACAF,R-011,AFC,4
1292,M-2010-21,T-66,UEFA,R-445,UEFA,4
1293,M-2010-22,T-83,CONCACAF,R-104,CAF,1
1294,M-2010-23,T-01,CAF,R-202,AFC,1
1295,M-2010-24,T-44,AFC,R-038,CONMEBOL,0
1296,M-2010-25,T-04,AFC,R-381,UEFA,1
1297,M-2010-26,T-22,UEFA,R-238,CONMEBOL,2
1298,M-2010-27,T-55,CONMEBOL,R-264,CAF,1
1299,M-2010-28,T-49,OFC,R-045,CONCACAF,3
1300,M-2010-29,T-42,CAF,R-237,UEFA,3
1301,M-2010-30,T-51,AFC,R-350,CONMEBOL,2
1302,M-2010-31,T-75,UEFA,R-011,AFC,3
1303,M-2010-32,T-35,CONCACAF,R-317,AFC,2
1304,M-2010-33,T-70,CAF,R-384,CONMEBOL,0
1305,M-2010-34,T-84,CONMEBOL,R-217,UEFA,1
1306,M-2010-35,T-03,CONMEBOL,R-202,AFC,1
1307,M-2010-36,T-71,AFC,R-053,UEFA,1
1308,M-2010-37,T-28,UEFA,R-418,UEFA,1
1309,M-2010-38,T-01,CAF,R-117,UEFA,4
1310,M-2010-39,T-66,UEFA,R-238,CONMEBOL,2
1311,M-2010-40,T-31,UEFA,R-409,CONMEBOL,1
1312,M-2010-41,T-49,OFC,R-317,AFC,1
1313,M-2010-42,T-41,UEFA,R-473,UEFA,4
1314,M-2010-43,T-48,UEFA,R-350,CONMEBOL,3
1315,M-2010-44,T-44,AFC,R-113,CAF,2
1316,M-2010-45,T-42,CAF,R-445,UEFA,0
1317,M-2010-46,T-09,CONMEBOL,R-025,CONCACAF,3
1318,M-2010-47,T-73,UEFA,R-377,CONCACAF,0
1319,M-2010-48,T-35,CONCACAF,R-038,CONMEBOL,4
1320,M-2010-49,T-71,AFC,R-418,UEFA,3
1321,M-2010-50,T-32,CAF,R-217,UEFA,2
1322,M-2010-51,T-28,UEFA,R-238,CONMEBOL,1
1323,M-2010-52,T-46,CONCACAF,R-381,UEFA,1
1324,M-2010-53,T-68,UEFA,R-445,UEFA,3
1325,M-2010-54,T-13,CONMEBOL,R-473,UEFA,3
1326,M-2010-55,T-44,AFC,R-117,UEFA,4
1327,M-2010-56,T-58,UEFA,R-038,CONMEBOL,1
1328,M-2010-57,T-09,CONMEBOL,R-317,AFC,1
1329,M-2010-58,T-32,CAF,R-053,UEFA,3
1330,M-2010-59,T-31,UEFA,R-202,AFC,1
1331,M-2010-60,T-73,UEFA,R-045,CONCACAF,2
1332,M-2010-61,T-48,UEFA,R-202,AFC,3
1333,M-2010-62,T-73,UEFA,R-217,UEFA,0
1334,M-2010-63,T-31,UEFA,R-025,CONCACAF,3
1335,M-2010-64,T-73,UEFA,R-473,UEFA,5
1336,M-2014-01,T-18,UEFA,R-317,AFC,2
1337,M-2014-02,T-11,CAF,R-379,CONMEBOL,1
1338,M-2014-03,T-48,UEFA,R-374,UEFA,3
1339,M-2014-04,T-04,AFC,R-130,CAF,3
1340,M-2014-05,T-33,UEFA,R-169,CONCACAF,2
1341,M-2014-06,T-17,CONCACAF,R-070,UEFA,0
1342,M-2014-07,T-41,UEFA,R-228,UEFA,0
1343,M-2014-08,T-44,AFC,R-331,CONMEBOL,2
1344,M-2014-09,T-25,CONMEBOL,R-202,AFC,1
1345,M-2014-10,T-35,CONCACAF,R-372,CONMEBOL,4
1346,M-2014-11,T-08,UEFA,R-007,CONCACAF,1
1347,M-2014-12,T-58,UEFA,R-287,UEFA,1
1348,M-2014-13,T-50,CAF,R-464,CONMEBOL,0
1349,M-2014-14,T-83,CONCACAF,R-141,UEFA,0
1350,M-2014-15,T-01,CAF,R-377,CONCACAF,1
1351,M-2014-16,T-46,CONCACAF,R-076,UEFA,2
1352,M-2014-17,T-71,AFC,R-346,CONMEBOL,3
1353,M-2014-18,T-48,UEFA,R-185,CAF,1
1354,M-2014-19,T-13,CONMEBOL,R-169,CONCACAF,2
1355,M-2014-20,T-18,UEFA,R-352,UEFA,1
1356,M-2014-21,T-42,CAF,R-473,UEFA,2
1357,M-2014-22,T-28,UEFA,R-462,UEFA,1
1358,M-2014-23,T-33,UEFA,R-007,CONCACAF,4
1359,M-2014-24,T-17,CONCACAF,R-331,CONMEBOL,1
1360,M-2014-25,T-30,UEFA,R-228,UEFA,1
1361,M-2014-26,T-25,CONMEBOL,R-477,AFC,3
1362,M-2014-27,T-38,AFC,R-287,UEFA,2
1363,M-2014-28,T-32,CAF,R-372,CONMEBOL,1
1364,M-2014-29,T-08,UEFA,R-320,OFC,1
1365,M-2014-30,T-62,UEFA,R-070,UEFA,1
1366,M-2014-31,T-01,CAF,R-379,CONMEBOL,1
1367,M-2014-32,T-58,UEFA,R-346,CONMEBOL,0
1368,M-2014-33,T-73,UEFA,R-403,AFC,1
1369,M-2014-34,T-13,CONMEBOL,R-167,CAF,1
1370,M-2014-35,T-09,CONMEBOL,R-141,UEFA,0
1371,M-2014-36,T-46,CONCACAF,R-202,AFC,2
1372,M-2014-37,T-28,UEFA,R-185,CAF,2
1373,M-2014-38,T-84,CONMEBOL,R-377,CONCACAF,2
1374,M-2014-39,T-16,CONMEBOL,R-352,UEFA,1
1375,M-2014-40,T-42,CAF,R-464,CONMEBOL,3
1376,M-2014-41,T-38,AFC,R-462,UEFA,1
1377,M-2014-42,T-03,CONMEBOL,R-374,UEFA,0
1378,M-2014-43,T-75,UEFA,R-346,CONMEBOL,0
1379,M-2014-44,T-30,UEFA,R-130,CAF,0
1380,M-2014-45,T-32,CAF,R-403,AFC,3
1381,M-2014-46,T-31,UEFA,R-202,AFC,1
1382,M-2014-47,T-62,UEFA,R-076,UEFA,2
1383,M-2014-48,T-06,UEFA,R-477,AFC,1
1384,M-2014-49,T-13,CONMEBOL,R-473,UEFA,3
1385,M-2014-50,T-84,CONMEBOL,R-228,UEFA,2
1386,M-2014-51,T-46,CONCACAF,R-352,UEFA,3
1387,M-2014-52,T-33,UEFA,R-477,AFC,2
1388,M-2014-53,T-50,CAF,R-169,CONCACAF,0
1389,M-2014-54,T-01,CAF,R-372,CONMEBOL,1
1390,M-2014-55,T-75,UEFA,R-141,UEFA,2
1391,M-2014-56,T-83,CONCACAF,R-185,CAF,1
1392,M-2014-57,T-31,UEFA,R-346,CONMEBOL,2
1393,M-2014-58,T-16,CONMEBOL,R-462,UEFA,2
1394,M-2014-59,T-06,UEFA,R-374,UEFA,2
1395,M-2014-60,T-17,CONCACAF,R-202,AFC,4
1396,M-2014-61,T-31,UEFA,R-377,CONCACAF,0
1397,M-2014-62,T-03,CONMEBOL,R-076,UEFA,1
1398,M-2014-63,T-48,UEFA,R-185,CAF,2
1399,M-2014-64,T-03,CONMEBOL,R-374,UEFA,2
1400,M-2018-01,T-63,AFC,R-346,CONMEBOL,1
1401,M-2018-02,T-84,CONMEBOL,R-228,UEFA,0
1402,M-2018-03,T-38,AFC,R-076,UEFA,3
1403,M-2018-04,T-73,UEFA,R-376,UEFA,1
1404,M-2018-05,T-04,AFC,R-106,CONMEBOL,3
1405,M-2018-06,T-37,UEFA,R-269,UEFA,0
1406,M-2018-07,T-22,UEFA,R-167,CAF,2
1407,M-2018-08,T-50,CAF,R-372,CONMEBOL,1
1408,M-2018-09,T-66,UEFA,R-124,CAF,2
1409,M-2018-10,T-46,CONCACAF,R-147,AFC,2
1410,M-2018-11,T-75,UEFA,R-362,CONCACAF,3
1411,M-2018-12,T-71,AFC,R-007,CONCACAF,2
1412,M-2018-13,T-54,CONCACAF,R-405,CAF,5
1413,M-2018-14,T-28,UEFA,R-379,CONMEBOL,1
1414,M-2018-15,T-44,AFC,R-412,UEFA,1
1415,M-2018-16,T-65,CAF,R-403,AFC,2
1416,M-2018-17,T-26,CAF,R-075,CONMEBOL,1
1417,M-2018-18,T-47,CAF,R-169,CONCACAF,1
1418,M-2018-19,T-63,AFC,R-441,UEFA,0
1419,M-2018-20,T-73,UEFA,R-106,CONMEBOL,0
1420,M-2018-21,T-04,AFC,R-279,UEFA,0
1421,M-2018-22,T-56,CONMEBOL,R-188,AFC,2
1422,M-2018-23,T-18,UEFA,R-202,AFC,4
1423,M-2018-24,T-17,CONCACAF,R-228,UEFA,1
1424,M-2018-25,T-37,UEFA,R-099,OFC,0
1425,M-2018-26,T-75,UEFA,R-070,UEFA,1
1426,M-2018-27,T-79,CAF,R-273,CONCACAF,1
1427,M-2018-28,T-46,CONCACAF,R-287,UEFA,0
1428,M-2018-29,T-74,UEFA,R-269,UEFA,2
1429,M-2018-30,T-54,CONCACAF,R-180,CAF,3
1430,M-2018-31,T-65,CAF,R-376,UEFA,3
1431,M-2018-32,T-16,CONMEBOL,R-362,CONCACAF,0
1432,M-2018-33,T-26,CAF,R-379,CONMEBOL,2
1433,M-2018-34,T-62,UEFA,R-124,CAF,3
1434,M-2018-35,T-47,CAF,R-202,AFC,6
1435,M-2018-36,T-58,UEFA,R-075,CONMEBOL,4
1436,M-2018-37,T-56,CONMEBOL,R-215,UEFA,2
1437,M-2018-38,T-30,UEFA,R-372,CONMEBOL,0
1438,M-2018-39,T-18,UEFA,R-279,UEFA,2
1439,M-2018-40,T-03,CONMEBOL,R-076,UEFA,3
1440,M-2018-41,T-31,UEFA,R-169,CONCACAF,0
1441,M-2018-42,T-74,UEFA,R-346,CONMEBOL,2
1442,M-2018-43,T-09,CONMEBOL,R-147,AFC,0
1443,M-2018-44,T-17,CONCACAF,R-441,UEFA,3
1444,M-2018-45,T-57,UEFA,R-405,CAF,0
1445,M-2018-46,T-16,CONMEBOL,R-287,UEFA,1
1446,M-2018-47,T-06,UEFA,R-412,UEFA,2
1447,M-2018-48,T-79,CAF,R-403,AFC,3
1448,M-2018-49,T-03,CONMEBOL,R-147,AFC,5
1449,M-2018-50,T-58,UEFA,R-362,CONCACAF,1
1450,M-2018-51,T-62,UEFA,R-228,UEFA,2
1451,M-2018-52,T-22,UEFA,R-346,CONMEBOL,1
1452,M-2018-53,T-46,CONCACAF,R-376,UEFA,4
1453,M-2018-54,T-44,AFC,R-124,CAF,1
1454,M-2018-55,T-75,UEFA,R-412,UEFA,2
1455,M-2018-56,T-28,UEFA,R-169,CONCACAF,2
1456,M-2018-57,T-30,UEFA,R-346,CONMEBOL,2
1457,M-2018-58,T-06,UEFA,R-287,UEFA,2
1458,M-2018-59,T-28,UEFA,R-228,UEFA,1
1459,M-2018-60,T-18,UEFA,R-372,CONMEBOL,4
1460,M-2018-61,T-06,UEFA,R-106,CONMEBOL,3
1461,M-2018-62,T-28,UEFA,R-076,UEFA,1
1462,M-2018-63,T-28,UEFA,R-147,AFC,2
1463,M-2018-64,T-18,UEFA,R-346,CONMEBOL,1
1464,M-2022-01,T-25,CONMEBOL,R-327,UEFA,2
1465,M-2022-02,T-38,AFC,R-093,CONMEBOL,2
1466,M-2022-03,T-48,UEFA,R-386,CONMEBOL,1
1467,M-2022-04,T-85,UEFA,R-013,AFC,2
1468,M-2022-05,T-63,AFC,R-468,UEFA,6
1469,M-2022-06,T-79,CAF,R-362,CONCACAF,1
1470,M-2022-07,T-57,UEFA,R-047,AFC,1
1471,M-2022-08,T-04,AFC,R-173,CAF,3
1472,M-2022-09,T-18,UEFA,R-364,CONMEBOL,0
1473,M-2022-10,T-44,AFC,R-044,CONCACAF,0
1474,M-2022-11,T-17,CONCACAF,R-188,AFC,2
1475,M-2022-12,T-12,CONCACAF,R-405,CAF,2
1476,M-2022-13,T-11,CAF,R-432,CONMEBOL,1
1477,M-2022-14,T-71,AFC,R-441,UEFA,1
1478,M-2022-15,T-32,CAF,R-136,CONCACAF,4
1479,M-2022-16,T-66,UEFA,R-147,AFC,3
1480,M-2022-17,T-38,AFC,R-144,CONCACAF,2
1481,M-2022-18,T-65,CAF,R-279,UEFA,3
1482,M-2022-19,T-25,CONMEBOL,R-170,CAF,1
1483,M-2022-20,T-83,CONCACAF,R-448,CONMEBOL,0
1484,M-2022-21,T-04,AFC,R-404,UEFA,0
1485,M-2022-22,T-63,AFC,R-386,CONMEBOL,2
1486,M-2022-23,T-22,UEFA,R-269,UEFA,2
1487,M-2022-24,T-46,CONCACAF,R-327,UEFA,4
1488,M-2022-25,T-17,CONCACAF,R-325,UEFA,3
1489,M-2022-26,T-47,CAF,R-362,CONCACAF,1
1490,M-2022-27,T-12,CONCACAF,R-282,CONMEBOL,2
1491,M-2022-28,T-31,UEFA,R-265,UEFA,3
1492,M-2022-29,T-66,UEFA,R-188,AFC,2
1493,M-2022-30,T-32,CAF,R-428,UEFA,2
1494,M-2022-31,T-75,UEFA,R-044,CONCACAF,1
1495,M-2022-32,T-84,CONMEBOL,R-147,AFC,2
1496,M-2022-33,T-65,CAF,R-441,UEFA,1
1497,M-2022-34,T-59,AFC,R-167,CAF,0
1498,M-2022-35,T-83,CONCACAF,R-279,UEFA,1
1499,M-2022-36,T-28,UEFA,R-468,UEFA,0
1500,M-2022-37,T-22,UEFA,R-170,CAF,1
1501,M-2022-38,T-30,UEFA,R-099,OFC,0
1502,M-2022-39,T-03,CONMEBOL,R-265,UEFA,1
1503,M-2022-40,T-46,CONCACAF,R-325,UEFA,1
1504,M-2022-41,T-47,CAF,R-093,CONMEBOL,0
1505,M-2022-42,T-06,UEFA,R-428,UEFA,1
1506,M-2022-43,T-31,UEFA,R-153,UEFA,0
1507,M-2022-44,T-73,UEFA,R-173,CAF,0
1508,M-2022-45,T-84,CONMEBOL,R-404,UEFA,5
1509,M-2022-46,T-58,UEFA,R-432,CONMEBOL,0
1510,M-2022-47,T-09,CONMEBOL,R-136,CONCACAF,2
1511,M-2022-48,T-75,UEFA,R-364,CONMEBOL,4
1512,M-2022-49,T-83,CONCACAF,R-386,CONMEBOL,0
1513,M-2022-50,T-04,AFC,R-269,UEFA,2
1514,M-2022-51,T-57,UEFA,R-448,CONMEBOL,2
1515,M-2022-52,T-65,CAF,R-044,CONCACAF,1
1516,M-2022-53,T-18,UEFA,R-136,CONCACAF,2
1517,M-2022-54,T-71,AFC,R-441,UEFA,1
1518,M-2022-55,T-73,UEFA,R-364,CONMEBOL,1
1519,M-2022-56,T-75,UEFA,R-362,CONCACAF,2
1520,M-2022-57,T-09,CONMEBOL,R-325,UEFA,3
1521,M-2022-58,T-03,CONMEBOL,R-279,UEFA,8
1522,M-2022-59,T-58,UEFA,R-432,CONMEBOL,1
1523,M-2022-60,T-30,UEFA,R-386,CONMEBOL,3
1524,M-2022-61,T-18,UEFA,R-327,UEFA,2
1525,M-2022-62,T-47,CAF,R-362,CONCACAF,1
1526,M-2022-63,T-47,CAF,R-013,AFC,2
1527,M-2022-64,T-30,UEFA,R-269,UEFA,3
